DEV001,SND002,0.0,11/10/2020 10:54:15 AM
DEV001,SND014,0.0,11/10/2020 10:54:15 AM
DEV001,SND006,0.0,11/10/2020 10:54:15 AM
DEV001,SND004,0.0,11/10/2020 10:54:15 AM
DEV001,SND005,0.0,11/10/2020 10:54:15 AM
DEV001,SND015,0.0,11/10/2020 10:54:15 AM
DEV001,SND007,197.9009,11/10/2020 10:54:15 AM
DEV001,SND010,0,11/10/2020 10:54:15 AM
DEV001,SND011,0,11/10/2020 10:54:15 AM
DEV001,SND012,58.75,11/10/2020 10:54:16 AM
DEV001,SND013,0.118277,11/10/2020 10:54:16 AM
DEV001,SND009,0,11/10/2020 10:54:16 AM
DEV001,SND008,24,11/10/2020 10:54:16 AM
DEV001,SND010,0,11/10/2020 10:54:17 AM
DEV001,SND011,0,11/10/2020 10:54:17 AM
DEV001,SND012,59,11/10/2020 10:54:18 AM
DEV001,SND015,0.0,11/10/2020 10:54:12 AM
DEV001,SND013,0.115348,11/10/2020 10:54:18 AM
DEV001,SND003,0.0,11/10/2020 10:54:18 AM
DEV001,SND009,0,11/10/2020 10:53:52 AM
DEV001,SND014,0.0,11/10/2020 10:54:18 AM
DEV001,SND006,0.0,11/10/2020 10:54:18 AM
DEV001,SND004,0.0,11/10/2020 10:54:18 AM
DEV001,SND008,1213,11/10/2020 10:54:14 AM
DEV001,SND009,0,11/10/2020 10:54:19 AM
DEV001,SND015,0.0,11/10/2020 10:54:19 AM
DEV001,SND007,197.9009,11/10/2020 10:54:19 AM
DEV001,SND008,24,11/10/2020 10:54:19 AM
DEV001,SND010,0,11/10/2020 10:54:19 AM
DEV001,SND011,0,11/10/2020 10:54:19 AM
DEV001,SND012,60.75,11/10/2020 10:54:19 AM
DEV001,SND013,0.115348,11/10/2020 10:54:19 AM
DEV001,SND010,27,11/10/2020 10:54:21 AM
DEV001,SND011,34,11/10/2020 10:54:21 AM
DEV001,SND012,63,11/10/2020 10:54:21 AM
DEV001,SND013,0.110953,11/10/2020 10:54:21 AM
DEV001,SND009,0,11/10/2020 10:54:22 AM
DEV001,SND001,0.0,11/10/2020 10:54:18 AM
DEV001,SND010,27,11/10/2020 10:54:23 AM
DEV001,SND011,34,11/10/2020 10:54:23 AM
DEV001,SND012,64,11/10/2020 10:54:24 AM
DEV001,SND013,0.113883,11/10/2020 10:54:24 AM
DEV001,SND003,0.0,11/10/2020 10:54:25 AM
DEV001,SND001,0.0,11/10/2020 10:54:25 AM
DEV001,SND002,0.0,11/10/2020 10:54:25 AM
DEV001,SND014,0.0,11/10/2020 10:54:25 AM
DEV001,SND006,0.0,11/10/2020 10:54:25 AM
DEV001,SND004,0.0,11/10/2020 10:54:26 AM
DEV001,SND005,0.0,11/10/2020 10:54:26 AM
DEV001,SND015,0.0,11/10/2020 10:54:26 AM
DEV001,SND007,197.9009,11/10/2020 10:54:26 AM
DEV001,SND009,0,11/10/2020 10:54:26 AM
DEV001,SND008,1214,11/10/2020 10:54:26 AM
DEV001,SND010,0,11/10/2020 10:54:27 AM
DEV001,SND011,0,11/10/2020 10:54:27 AM
DEV001,SND012,64,11/10/2020 10:54:27 AM
DEV001,SND013,0.113883,11/10/2020 10:54:27 AM
DEV001,SND009,0,11/10/2020 10:54:28 AM
DEV001,SND008,1213,11/10/2020 10:54:28 AM
DEV001,SND003,0.0,11/10/2020 10:54:29 AM
DEV001,SND001,0.0,11/10/2020 10:54:29 AM
DEV001,SND002,0.0,11/10/2020 10:54:29 AM
DEV001,SND002,0.0,11/10/2020 10:54:18 AM
DEV001,SND006,0.0,11/10/2020 10:54:29 AM
DEV001,SND005,0.0,11/10/2020 10:54:18 AM
DEV001,SND005,0.0,11/10/2020 10:54:29 AM
DEV001,SND015,0.0,11/10/2020 10:54:30 AM
DEV001,SND007,197.9009,11/10/2020 10:54:30 AM
DEV001,SND010,0,11/10/2020 10:54:30 AM
DEV001,SND011,0,11/10/2020 10:54:31 AM
DEV001,SND012,62.75,11/10/2020 10:54:31 AM
DEV001,SND013,0.118277,11/10/2020 10:54:31 AM
DEV001,SND009,0,11/10/2020 10:54:32 AM
DEV001,SND008,9,11/10/2020 10:54:32 AM
DEV001,SND010,0,11/10/2020 10:54:38 AM
DEV001,SND008,1214,11/10/2020 10:54:22 AM
DEV001,SND009,0,11/10/2020 10:54:38 AM
DEV001,SND001,0.0,11/10/2020 10:54:38 AM
DEV001,SND011,0,11/10/2020 10:54:38 AM
DEV001,SND002,0.0,11/10/2020 10:54:38 AM
DEV001,SND014,0.0,11/10/2020 10:54:38 AM
DEV001,SND006,0.0,11/10/2020 10:54:39 AM
DEV001,SND004,0.0,11/10/2020 10:54:39 AM
DEV001,SND005,0.0,11/10/2020 10:54:39 AM
DEV001,SND015,0.0,11/10/2020 10:54:39 AM
DEV001,SND008,1213,11/10/2020 10:53:43 AM
DEV001,SND010,0,11/10/2020 10:54:42 AM
DEV001,SND011,0,11/10/2020 10:54:42 AM
DEV001,SND012,56,11/10/2020 10:54:42 AM
DEV001,SND013,0.115348,11/10/2020 10:54:42 AM
DEV001,SND009,0,11/10/2020 10:54:43 AM
DEV001,SND008,8,11/10/2020 10:54:43 AM
DEV001,SND010,27,11/10/2020 10:54:44 AM
DEV001,SND011,33,11/10/2020 10:54:44 AM
DEV001,SND012,54,11/10/2020 10:54:44 AM
DEV001,SND013,0.112418,11/10/2020 10:54:44 AM
DEV001,SND009,0,11/10/2020 10:54:45 AM
DEV001,SND008,8,11/10/2020 10:54:46 AM
DEV001,SND010,27,11/10/2020 10:54:47 AM
DEV001,SND011,33,11/10/2020 10:54:47 AM
DEV001,SND012,53.5,11/10/2020 10:54:47 AM
DEV001,SND013,0.116813,11/10/2020 10:54:47 AM
DEV001,SND003,0.0,11/10/2020 10:54:48 AM
DEV001,SND001,0.0,11/10/2020 10:54:48 AM
DEV001,SND002,0.0,11/10/2020 10:54:48 AM
DEV001,SND014,0.0,11/10/2020 10:54:48 AM
DEV001,SND006,0.0,11/10/2020 10:54:48 AM
DEV001,SND014,0.0,11/10/2020 10:54:29 AM
DEV001,SND007,196.5091,11/10/2020 10:54:39 AM
DEV001,SND005,0.0,11/10/2020 10:54:48 AM
DEV001,SND007,195.1301,11/10/2020 10:54:48 AM
DEV001,SND009,0,11/10/2020 10:54:48 AM
DEV001,SND008,8,11/10/2020 10:54:49 AM
DEV001,SND003,0.0,11/10/2020 10:54:51 AM
